Symbol,Last,ChgPct,Volume,Session,SessionDate,Direction,Name
CRON,3.07,12.87,137628,pre,2026-08-06,up,Cronos Group Inc
DDOG,234,-17.36,1089228,pre,2026-08-06,down,Datadog Cl A
DEO,93.9,6.19,230985,pre,2026-08-06,up,Diageo Plc ADR
DFNS,48.7,6.08,106802,pre,2026-08-06,up,T3 Defense Inc
DFNS,49.75,8.36,207064,post,2026-08-05,up,T3 Defense Inc
DUOL,119.84,-11.44,206500,post,2026-08-05,down,Duolingo Inc Cl A
EBS,6.19,-17.9,183358,post,2026-08-05,down,Emergent Biosolutions
EOLS,6.59,6.63,446180,post,2026-08-05,up,Evolus Inc
EVH,3.85,25,146921,pre,2026-08-06,up,Evolent Health Inc Cl A Com
EXEL,54.05,-4.68,464554,post,2026-08-05,down,Exelixis Inc
FIG,24.01,-14.71,615855,pre,2026-08-06,down,Figma Cl A
FIG,23.77,-15.56,5850586,post,2026-08-05,down,Figma Cl A
FISV,47.65,-11.94,1331869,pre,2026-08-06,down,Fiserv Inc
FLNC,12.53,-11.95,1931819,pre,2026-08-06,down,Fluence Energy Inc Cl A
FLNC,10.86,-23.7,4753382,post,2026-08-05,down,Fluence Energy Inc Cl A
FRGT,2.93,-14.33,429089,post,2026-08-05,down,Freight Technologies Inc
FSLY,24,-7.8,1296509,post,2026-08-05,down,Fastly Inc
GDRX,3.45,5.5,124592,post,2026-08-05,up,Goodrx Holdings Inc Cl A
GTLB,34.4,-4.87,162327,post,2026-08-05,down,Gitlab Inc Cl A
GTM,3.84,4.92,302511,post,2026-08-05,up,Zoominfo Technologies Inc Cl A
HIMX,14,4.87,173198,pre,2026-08-06,up,Himax Technologies ADR
HNST,4.48,16.36,249681,pre,2026-08-06,up,The Honest Company
HNST,4.24,10.13,493736,post,2026-08-05,up,The Honest Company
HONA,170.77,-16.14,128825,pre,2026-08-06,down,Honeywell Aerospace Inc
HONA,181.08,-11.08,364027,post,2026-08-05,down,Honeywell Aerospace Inc
HUBS,190.78,-23.75,236826,pre,2026-08-06,down,Hubspot Inc
HUBS,198.89,-20.51,969036,post,2026-08-05,down,Hubspot Inc
INLF,5.16,-17.7,183033,pre,2026-08-06,down,Inlif Limited
INLF,5.5,-12.28,656551,post,2026-08-05,down,Inlif Limited
INSM,128.06,29.33,202588,pre,2026-08-06,up,Insmed Inc
IOVA,5,15.2,1227603,pre,2026-08-06,up,Iovance Biotherapeutics Inc
JLHL,8.35,-10.71,211702,pre,2026-08-06,down,Julong Holding Limited Cl A
JLHL,8.11,-13.26,354038,post,2026-08-05,down,Julong Holding Limited Cl A
KVYO,17.07,-11.55,149152,pre,2026-08-06,down,Klaviyo Inc Series A
KVYO,17.3,-10.36,2052909,post,2026-08-05,down,Klaviyo Inc Series A
LFMD,3.25,-11.68,121861,post,2026-08-05,down,Lifemd Inc
LXRX,1.94,-20.82,121065,pre,2026-08-06,down,Lexicon Pharmaceutcl
LZ,5.8,-28.4,115722,pre,2026-08-06,down,Legalzoom.com Inc
LZ,6.6,-18.52,232220,post,2026-08-05,down,Legalzoom.com Inc
MGNI,22.57,9.19,181825,pre,2026-08-06,up,Magnite Inc
MGNI,22.3,7.89,179385,post,2026-08-05,up,Magnite Inc
MIRM,87,-17.76,156538,post,2026-08-05,down,Mirum Pharmaceuticals Inc
MNDY,87.1,-4.76,185722,post,2026-08-05,down,Monday.com Ltd
MU,845.84,-5.3,1644242,pre,2026-08-06,down,Micron Technology
NNBR,4.21,7.95,740816,post,2026-08-05,up,NN Inc
NUVB,5.78,-9.25,125193,pre,2026-08-06,down,Nuvation Bio Inc
PAVS,9.45,92.46,20078944,pre,2026-08-06,up,Paranovus Entertainment Technology Ltd
PAVS,6.59,34.26,3550578,post,2026-08-05,up,Paranovus Entertainment Technology Ltd
PEPG,2.1,6.06,151406,pre,2026-08-06,up,Pepgen Inc
PTON,5.67,-13.1,560903,pre,2026-08-06,down,Peloton Interactive Inc
PZZA,28,-5.88,170476,pre,2026-08-06,down,Papa John's Intl
QBTS,18.93,-11.5,2563994,pre,2026-08-06,down,D-Wave Quantum Inc
RDW,11.85,10.54,1561095,pre,2026-08-06,up,Redwire Corp
RDW,11.57,7.93,3882863,post,2026-08-05,up,Redwire Corp
RELY,26.39,9.64,341691,post,2026-08-05,up,Remitly Global Inc
RIG,5.37,4.55,121510,pre,2026-08-06,up,Transocean Inc
RUN,9.13,-12.96,342025,pre,2026-08-06,down,Sunrun Inc
RUN,9.16,-12.68,2356682,post,2026-08-05,down,Sunrun Inc
RXO,23.05,9.75,144681,post,2026-08-05,up,Rxo Inc
SABR,2.27,7.08,320794,pre,2026-08-06,up,Sabre Corp
SATL,5.05,4.77,591279,pre,2026-08-06,up,Satellogic Inc Cl A
SKHY,140.5,-6.97,2110026,pre,2026-08-06,down,SK hynix Inc
SMR,9,-4.04,849576,pre,2026-08-06,down,Nuscale Power Corp
SMR,8.96,-4.48,2447879,post,2026-08-05,down,Nuscale Power Corp
SNDK,1206.14,-10.69,1181576,pre,2026-08-06,down,Sandisk Corp
SNDK,1243,-7.96,2979150,post,2026-08-05,down,Sandisk Corp
SNOW,298.39,-5.82,150788,pre,2026-08-06,down,Snowflake Cl A
SOUN,8.13,26.46,4230725,pre,2026-08-06,up,Soundhound AI Inc Cl A
SOUN,7.85,22.01,15404144,post,2026-08-05,up,Soundhound AI Inc Cl A
SRAD,12.02,-4.98,103875,post,2026-08-05,down,Sportradar Group Ag Cl A
SYM,44.4,-4.56,111304,post,2026-08-05,down,Symbotic Inc
TDUP,4.53,-27.87,116722,post,2026-08-05,down,Thredup Inc Cl A
TEAM,106.5,-6.02,189605,post,2026-08-05,down,Atlassian Corp
TROX,6.15,5.13,497338,post,2026-08-05,up,Tronox Inc
U,40.23,13.42,2162453,pre,2026-08-06,up,Unity Software Inc
UMAC,24.48,-4.86,172196,pre,2026-08-06,down,Unusual Machines Inc
VECO,56.25,6.21,174307,post,2026-08-05,up,Veeco Instrument
VISN,11.5,-6.88,201111,pre,2026-08-06,down,Vistance Networks Inc
VRRM,4.71,-16.03,634224,post,2026-08-05,down,Verra Mobility Corp
WDC,442.65,-14.74,631538,pre,2026-08-06,down,Western Digital Corp
WDC,458,-11.78,1511390,post,2026-08-05,down,Western Digital Corp
WPP,26.28,27.51,306504,pre,2026-08-06,up,Wpp Plc ADR
WRBY,26.3,-10.15,146260,pre,2026-08-06,down,Warby Parker Inc Cl A
WYHG,6.23,86.49,18752956,pre,2026-08-06,up,Wing Yip Food Holdings Group ADR
YXT,11.17,-52.33,582057,pre,2026-08-06,down,Yxt.com Group ADR
YXT,13.51,-42.34,2150484,post,2026-08-05,down,Yxt.com Group ADR
Z,33.46,-7.31,411262,post,2026-08-05,down,Zillow Group Cl C
ZG,33.51,-9.16,106010,post,2026-08-05,down,Zillow Grp Inc Cl A
ZJYL,2.05,-7.24,105472,pre,2026-08-06,down,Jin Medical International Ltd
SPCX,111.60,3.08,202379662,headline,2026-08-06,up,Space Exploration Technologies
BSY,35.01,-2.97,2613320,headline,2026-08-06,down,Bentley Systems Inc
INSM,125.05,26.29,0,headline,2026-08-06,up,Insmed Incorporated
TIGO,99.1,7.96,0,headline,2026-08-06,up,Millicom International Cellular
PH,1070.38,7.37,0,headline,2026-08-06,up,Parker-Hannifin Corporation
CEG,283.0,6.74,0,headline,2026-08-06,up,Constellation Energy Corp
SGI,64.9,-6.73,0,headline,2026-08-06,down,Somnigroup International Inc
ITT,215.0,5.35,0,headline,2026-08-06,up,ITT Inc
ATI,215.01,4.83,0,headline,2026-08-06,up,ATI Inc
LNG,265.5,4.22,0,headline,2026-08-06,up,Cheniere Energy Inc
USFD,104.13,3.62,0,headline,2026-08-06,up,US Foods Holding Corp
HWM,301.8,3.56,0,headline,2026-08-06,up,Howmet Aerospace Inc
ROIV,33.53,-3.06,0,headline,2026-08-06,down,Roivant Sciences Ltd
CNQ,46.08,2.97,0,headline,2026-08-06,up,Canadian Natural Resources
MTSI,271.0,2.86,0,headline,2026-08-06,up,MACOM Technology Solutions
BDX,175.5,2.84,0,headline,2026-08-06,up,Becton Dickinson and Company
IX,42.41,2.66,0,headline,2026-08-06,up,ORIX Corporation
VTRS,18.12,2.66,0,headline,2026-08-06,up,Viatris Inc
RL,370.73,-2.64,0,headline,2026-08-06,down,Ralph Lauren Corporation
FWONA,90.4,2.37,0,headline,2026-08-06,up,Liberty Media Corporation
CQP,65.5,2.14,0,headline,2026-08-06,up,Cheniere Energy Partners LP
FOXA,59.9,2.08,0,headline,2026-08-06,up,Fox Corporation
COP,115.04,-2.46,6489600,headline,2026-08-06,down,ConocoPhillips
WBD,25.97,0.7,20160619,headline,2026-08-06,up,Warner Bros. Discovery Inc
SRE,84.66,-2.3,3988572,headline,2026-08-06,down,Sempra
TRGP,260.11,-1.09,1159841,headline,2026-08-06,down,Targa Resources Inc
KDP,30.75,-1.13,12831243,headline,2026-08-06,down,Keurig Dr Pepper Inc
KVUE,19.67,0.61,22061098,headline,2026-08-06,up,Kenvue Inc
QSR,74.49,0.83,2024920,headline,2026-08-06,up,Restaurant Brands International Inc
ZTS,74.39,-2.17,10078909,headline,2026-08-06,down,Zoetis Inc
BCE,22.06,0.27,4824389,headline,2026-08-06,up,BCE Inc
EVRG,83.06,-0.93,1668639,headline,2026-08-06,down,Evergy Inc
LAMR,158.18,-0.46,867105,headline,2026-08-06,down,Lamar Advertising Co
NVMI,402.38,-2.69,465626,headline,2026-08-06,down,Nova Ltd
WMS,149.59,-0.11,802411,headline,2026-08-06,down,Advanced Drainage Systems Inc
GSAT,83.45,-0.29,913349,headline,2026-08-06,down,Globalstar Inc
ASND,244.2,-0.16,436746,headline,2026-08-06,down,Ascendis Pharma A/S
